logid,sessionnumber,stageid,stagename,stagetype,processname,pagename,objectname,actionname,result,resulttype,startdatetime,enddatetime,attributexml,automateworkingset,targetappname,targetappworkingset,starttimezoneoffset,endtimezoneoffset,attributesize
285703904,42056,{31212E14-BE0C-4C85-890A-715C9363483B},Contact Address? ,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.700000000,,,0,,0,3600,,0
285703905,42056,{83158351-2A04-4AE6-8BFD-FA3081C40F00},County Cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.717000000,,,0,,0,3600,,0
285703906,42056,{7F51C000-1A1D-4727-9333-FD334A5B731C},Cell Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.730000000,,,0,,0,3600,,0
285703907,42056,{EF9AFF94-D7E4-4954-AC83-6FCDDFFF6E1A},Disability Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.760000000,,,0,,0,3600,,0
285703908,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.803000000,,,0,,0,3600,,0
285703909,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:33.840000000,,,0,,0,3600,,0
285703910,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:33.873000000,,,0,,0,3600,,0
285703911,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.897000000,,,0,,0,3600,,0
285703912,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.910000000,,,0,,0,3600,,0
285703913,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.927000000,,,0,,0,3600,,0
285703914,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.943000000,,,0,,0,3600,,0
285703915,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.960000000,,,0,,0,3600,,0
285703916,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.977000000,,,0,,0,3600,,0
285703917,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:33.997000000,,,0,,0,3600,,0
285703918,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.013000000,,,0,,0,3600,,0
285703919,42056,{A471D044-6EC5-43EE-A7FB-F9C901DB6705},Confirmation,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.030000000,,,0,,0,3600,,0
285703920,42056,{31212E14-BE0C-4C85-890A-715C9363483B},Contact Address? ,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.047000000,,,0,,0,3600,,0
285703921,42056,{83158351-2A04-4AE6-8BFD-FA3081C40F00},County Cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.063000000,,,0,,0,3600,,0
285703922,42056,{7F51C000-1A1D-4727-9333-FD334A5B731C},Cell Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.083000000,,,0,,0,3600,,0
285703923,42056,{EF9AFF94-D7E4-4954-AC83-6FCDDFFF6E1A},Disability Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.113000000,,,0,,0,3600,,0
285703924,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.160000000,,,0,,0,3600,,0
285703925,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:34.193000000,,,0,,0,3600,,0
285703926,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:34.227000000,,,0,,0,3600,,0
285703927,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.253000000,,,0,,0,3600,,0
285703928,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.267000000,,,0,,0,3600,,0
285703929,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.283000000,,,0,,0,3600,,0
285703930,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.300000000,,,0,,0,3600,,0
285703931,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.317000000,,,0,,0,3600,,0
285703932,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.333000000,,,0,,0,3600,,0
285703933,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.377000000,,,0,,0,3600,,0
285703934,41917,{24B07271-3071-43B6-82D7-C4B9B519BC3C},End,2048,,,Generic OLEDB,Get Collection,,,2022-04-13 14:01:34.410000000,,<parameters><inputs /><outputs><output name="Result" type="collection"><row><field name="First Name" type="text" value="Ashvin" /><field name="Last Name" type="text" value="Persand" /><field name="Supervisor Email Address" type="text" value="" /><field name="Employee Number" type="number" value="30236212" /><field name="Latest Start Date" type="datetime" value="2022-01-07 00:00:00Z" /></row></output></outputs></parameters>,0,,0,3600,,426
285703935,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.403000000,,,0,,0,3600,,0
285703936,41917,{71C1D9F6-126A-4431-9340-6FB7F01FA64F},End,2048,3.11 - TRAC Internal Executor,Generic Query,,,,,2022-04-13 14:01:34.430000000,,<parameters><inputs /><outputs><output name="Reults" type="collection"><row><field name="First Name" type="text" value="Ashvin" /><field name="Last Name" type="text" value="Persand" /><field name="Supervisor Email Address" type="text" value="" /><field name="Employee Number" type="number" value="30236212" /><field name="Latest Start Date" type="datetime" value="2022-01-07 00:00:00Z" /></row></output></outputs></parameters>,0,,0,3600,,426
285703937,42056,{A471D044-6EC5-43EE-A7FB-F9C901DB6705},Confirmation,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.440000000,,,0,,0,3600,,0
285703938,42056,{31212E14-BE0C-4C85-890A-715C9363483B},Contact Address? ,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.457000000,,,0,,0,3600,,0
285703939,42056,{83158351-2A04-4AE6-8BFD-FA3081C40F00},County Cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.473000000,,,0,,0,3600,,0
285703940,42056,{7F51C000-1A1D-4727-9333-FD334A5B731C},Cell Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.490000000,,,0,,0,3600,,0
285703941,41917,{82852384-D545-49FF-A8C0-6AF0C60A3A26},Start,1024,3.11 - TRAC Internal Executor,Generic Query,,,,,2022-04-13 14:01:34.523000000,,<parameters><inputs><input name="Path" type="text" value="\\bcfhcc20-97.royalfree.nhs.uk\Users\NLPSS\Shared_Recruitment_Services\RPA\ESR_Reports\RFL\XLSX Versions\391 NHS Staff Requirements Dashboard - Right to Work 13 04 2022 11 12 25.XLSX" /><input name="Query" type="text" value="Select [Residency Status], [Source Document] , [Source Document Checked] from [391 NHS Staff Requirements Dash$] Where [Employee Number] = 30236212" /></inputs><outputs /></parameters>,0,,0,3600,,467
285703942,42056,{EF9AFF94-D7E4-4954-AC83-6FCDDFFF6E1A},Disability Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:34.520000000,,,0,,0,3600,,0
285703943,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.563000000,,,0,,0,3600,,0
285703944,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:34.593000000,,,0,,0,3600,,0
285703945,41917,{A57715C8-5363-4404-9037-3F0D7146AF16},CSV?,4,3.11 - TRAC Internal Executor,Generic Query,,,False,8,2022-04-13 14:01:34.617000000,,,0,,0,3600,,0
285703946,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:34.637000000,,,0,,0,3600,,0
285703947,41917,{0A0653F4-FE81-48A0-A746-21A819693FE5},Data - OLEDB::Close,2,,,Generic OLEDB,Get Collection,ERROR: Internal : Could not execute code stage because exception thrown by code stage: Object reference not set to an instance of an object.,64,2022-04-13 14:01:34.647000000,,,0,,0,3600,,0
285703948,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.657000000,,,0,,0,3600,,0
285703949,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.673000000,,,0,,0,3600,,0
285703950,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.687000000,,,0,,0,3600,,0
285703951,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.710000000,,,0,,0,3600,,0
285703952,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.723000000,,,0,,0,3600,,0
285703953,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.740000000,,,0,,0,3600,,0
285703954,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.753000000,,,0,,0,3600,,0
285703955,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:34.770000000,,,0,,0,3600,,0
285703956,42056,{07B48578-2A99-4D15-98C4-5438D2C958F8},Disability?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.787000000,,,0,,0,3600,,0
285703957,42056,{7D1A13D2-A5D3-474A-BEC2-A23DA2ABD175},Category Blank or No,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:34.803000000,,,0,,0,3600,,0
285703958,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.857000000,,,0,,0,3600,,0
285703959,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:34.890000000,,,0,,0,3600,,0
285703960,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.923000000,,,0,,0,3600,,0
285703961,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:34.947000000,,,0,,0,3600,,0
285703962,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:34.980000000,,,0,,0,3600,,0
285703963,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.023000000,,,0,,0,3600,,0
285703964,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.050000000,,,0,,0,3600,,0
285703965,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:35.083000000,,,0,,0,3600,,0
285703966,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:35.123000000,,,0,,0,3600,,0
285703967,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.147000000,,,0,,0,3600,,0
285703968,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.160000000,,,0,,0,3600,,0
285703969,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.180000000,,,0,,0,3600,,0
285703970,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.200000000,,,0,,0,3600,,0
285703971,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.220000000,,,0,,0,3600,,0
285703972,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.237000000,,,0,,0,3600,,0
285703973,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.253000000,,,0,,0,3600,,0
285703974,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.270000000,,,0,,0,3600,,0
285703975,42056,{A471D044-6EC5-43EE-A7FB-F9C901DB6705},Confirmation,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.283000000,,,0,,0,3600,,0
285703976,42056,{31212E14-BE0C-4C85-890A-715C9363483B},Contact Address? ,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.300000000,,,0,,0,3600,,0
285703977,42056,{83158351-2A04-4AE6-8BFD-FA3081C40F00},County Cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.317000000,,,0,,0,3600,,0
285703978,42056,{7F51C000-1A1D-4727-9333-FD334A5B731C},Cell Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.340000000,,,0,,0,3600,,0
285703979,42056,{EF9AFF94-D7E4-4954-AC83-6FCDDFFF6E1A},Disability Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.373000000,,,0,,0,3600,,0
285703980,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.417000000,,,0,,0,3600,,0
285703981,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:35.453000000,,,0,,0,3600,,0
285703982,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:35.483000000,,,0,,0,3600,,0
285703983,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.510000000,,,0,,0,3600,,0
285703984,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.527000000,,,0,,0,3600,,0
285703985,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.543000000,,,0,,0,3600,,0
285703986,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.560000000,,,0,,0,3600,,0
285703987,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.577000000,,,0,,0,3600,,0
285703988,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.597000000,,,0,,0,3600,,0
285703989,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.613000000,,,0,,0,3600,,0
285703990,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.627000000,,,0,,0,3600,,0
285703991,42056,{A471D044-6EC5-43EE-A7FB-F9C901DB6705},Confirmation,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.643000000,,,0,,0,3600,,0
285703992,42056,{31212E14-BE0C-4C85-890A-715C9363483B},Contact Address? ,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.660000000,,,0,,0,3600,,0
285703993,42056,{83158351-2A04-4AE6-8BFD-FA3081C40F00},County Cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.677000000,,,0,,0,3600,,0
285703994,42056,{7F51C000-1A1D-4727-9333-FD334A5B731C},Cell Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.697000000,,,0,,0,3600,,0
285703995,42056,{EF9AFF94-D7E4-4954-AC83-6FCDDFFF6E1A},Disability Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.727000000,,,0,,0,3600,,0
285703996,42056,{4AFE54A9-0AF2-48B5-B9CE-C6985251E7AD},Finished?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.767000000,,,0,,0,3600,,0
285703997,42056,{3D1F9FE5-9205-4A5F-82CF-432AEE366186},NA?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,18. Remove NAs,,,False,8,2022-04-13 14:01:35.797000000,,,0,,0,3600,,0
285703998,42056,{27CB99F1-B3C9-47D3-9D98-5058344A1780},Could be filled?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,True,8,2022-04-13 14:01:35.830000000,,,0,,0,3600,,0
285703999,42056,{5319F7C7-6350-4B84-A058-7BEFFD517933},Home telephone cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.853000000,,,0,,0,3600,,0
285704000,42056,{9DC100A7-5210-4FFC-85CD-156CEDECAC12},Work Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.880000000,,,0,,0,3600,,0
285704001,42056,{F27B1914-E220-455D-8AB5-956757E6D6BF},Mobile Phone Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.900000000,,,0,,0,3600,,0
285704002,42056,{354AB6A9-6E0D-4B24-973E-60FA26262688},Email?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.917000000,,,0,,0,3600,,0
285704003,42056,{2963F13C-B3AB-4F96-8DA9-D6804AC77338},Address in UK field,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.933000000,,,0,,0,3600,,0
285704004,42056,{77B7CFEB-40FD-46B6-9665-D5ED5C9F5159},Confirmation Date?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.947000000,,,0,,0,3600,,0
285704005,42056,{CD936290-7ADF-421E-B26F-E418808946DC},Postcode,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.960000000,,,0,,0,3600,,0
285704006,42056,{C4A5469F-41B0-4D82-A7B5-B3CBDE05274B},Disability Category,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.977000000,,,0,,0,3600,,0
285704007,42056,{A471D044-6EC5-43EE-A7FB-F9C901DB6705},Confirmation,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:35.990000000,,,0,,0,3600,,0
285704008,42056,{31212E14-BE0C-4C85-890A-715C9363483B},Contact Address? ,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:36.010000000,,,0,,0,3600,,0
285704009,42056,{83158351-2A04-4AE6-8BFD-FA3081C40F00},County Cell?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:36.023000000,,,0,,0,3600,,0
285704010,42056,{7F51C000-1A1D-4727-9333-FD334A5B731C},Cell Empty?,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:36.040000000,,,0,,0,3600,,0
285704011,42056,{EF9AFF94-D7E4-4954-AC83-6FCDDFFF6E1A},Disability Cell,4,391_R4.2-4.4_NewStarterJoiningForm_v0.5,36. Check 2. Equality Monitoring,,,False,8,2022-04-13 14:01:36.067000000,,,0,,0,3600,,0
